date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:40:54	8827/8827	---M--	200	added ('OK')	application/javascript	date:Mon,%2017%20Nov%202014%2003:13:52%20GMT	https://www.successbyheart.com/wp-content/themes/FlexxCandyApple/lib/contact-page-plugin/js/md5.js?ver=4.6.28	www.successbyheart.com/www.successbyheart.com/wp-content/themes/FlexxCandyApple/lib/contact-page-plugin/js/md5e5b9.js	(from https://successbyheart.com/)
15:40:55	333/333	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2021:40:55%20GMT	http://successbyheart.com/wp-content/themes/FlexxCandyApple/lib/contact-page-plugin/js/contact-page-plugin.js?ver=4.6.28	www.successbyheart.com/successbyheart.com/wp-content/themes/FlexxCandyApple/lib/contact-page-plugin/js/contact-page-plugine5b9.js	(from https://successbyheart.com/)
15:40:56	510/510	---M--	200	added ('OK')	application/javascript	date:Mon,%2017%20Nov%202014%2003:13:52%20GMT	https://www.successbyheart.com/wp-content/themes/FlexxCandyApple/lib/contact-page-plugin/js/contact-page-plugin.js?ver=4.6.28	www.successbyheart.com/www.successbyheart.com/wp-content/themes/FlexxCandyApple/lib/contact-page-plugin/js/contact-page-plugine5b9.js	(from https://successbyheart.com/)
15:40:57	848/848	---M--	200	added ('OK')	text/xml	date:Mon,%2025%20Mar%202024%2021:40:57%20GMT	https://successbyheart.com/xmlrpc.php?rsd	www.successbyheart.com/successbyheart.com/xmlrpc0db0.php	(from https://successbyheart.com/)
15:40:58	3931/3931	---MC-	200	added ('OK')	application/json	date:Mon,%2025%20Mar%202024%2021:40:57%20GMT	https://successbyheart.com/wp-json/	www.successbyheart.com/successbyheart.com/wp-json/index.html	(from https://successbyheart.com/)
15:40:58	226/226	---M--	200	added ('Not%20Acceptable')	text/html	date:Mon,%2025%20Mar%202024%2021:40:58%20GMT	https://successbyheart.com/wp-includes/wlwmanifest.xml	www.successbyheart.com/successbyheart.com/wp-includes/wlwmanifest.html	(from https://successbyheart.com/)
15:40:59	281/281	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2021:40:59%20GMT	http://successbyheart.com/wp-content/plugins/shortcodedeluxe/scd.css	www.successbyheart.com/successbyheart.com/wp-content/plugins/shortcodedeluxe/scd.css	(from https://successbyheart.com/)
15:41:01	67342/67342	---M--	200	added ('OK')	text/css	date:Fri,%2030%20Dec%202011%2004:00:01%20GMT	https://www.successbyheart.com/wp-content/plugins/shortcodedeluxe/scd.css	www.successbyheart.com/www.successbyheart.com/wp-content/plugins/shortcodedeluxe/scd.css	(from https://successbyheart.com/)
15:41:02	292/292	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2021:41:01%20GMT	http://successbyheart.com/wp-content/plugins/shortcodedeluxe/jscolor/jscolor.js	www.successbyheart.com/successbyheart.com/wp-content/plugins/shortcodedeluxe/jscolor/jscolor.js	(from https://successbyheart.com/)
15:41:02	25339/25339	---M--	200	added ('OK')	application/javascript	date:Fri,%2030%20Dec%202011%2004:00:01%20GMT	https://www.successbyheart.com/wp-content/plugins/shortcodedeluxe/jscolor/jscolor.js	www.successbyheart.com/www.successbyheart.com/wp-content/plugins/shortcodedeluxe/jscolor/jscolor.js	(from https://successbyheart.com/)
15:41:04	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2021:41:03%20GMT	http://successbyheart.com/wp-content/uploads/2010/01/STONE.jpg	www.successbyheart.com/successbyheart.com/wp-content/uploads/2010/01/STONE.jpg	(from https://successbyheart.com/)
15:41:04	12546/12546	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Jan%202010%2014:04:31%20GMT	https://www.successbyheart.com/wp-content/uploads/2010/01/STONE.jpg	www.successbyheart.com/www.successbyheart.com/wp-content/uploads/2010/01/STONE.jpg	(from https://successbyheart.com/)
15:41:05	289/289	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2021:41:05%20GMT	http://successbyheart.com/wp-content/uploads/2013/10/blue-caps-with-logo.jpg	www.successbyheart.com/successbyheart.com/wp-content/uploads/2013/10/blue-caps-with-logo.jpg	(from https://successbyheart.com/)
15:41:07	80693/80693	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Oct%202013%2006:27:01%20GMT	https://www.successbyheart.com/wp-content/uploads/2013/10/blue-caps-with-logo.jpg	www.successbyheart.com/www.successbyheart.com/wp-content/uploads/2013/10/blue-caps-with-logo.jpg	(from https://successbyheart.com/)
15:41:07	5168/5168	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Sep%202019%2014:47:06%20GMT	https://successbyheart.com/wp-content/uploads/2019/09/CC-1-HIDDEN-STRUGGLE-IMAGE-FOR-EBOOK-120x120.jpg	www.successbyheart.com/successbyheart.com/wp-content/uploads/2019/09/CC-1-HIDDEN-STRUGGLE-IMAGE-FOR-EBOOK-120x120.jpg	(from https://successbyheart.com/)
15:41:08	14143/14143	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:07%20GMT	https://successbyheart.com/services/	www.successbyheart.com/successbyheart.com/services/index.html	(from https://successbyheart.com/)
15:41:08	14226/14226	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:07%20GMT	https://successbyheart.com/services/for-business/	www.successbyheart.com/successbyheart.com/services/for-business/index.html	(from https://successbyheart.com/)
15:41:08	14409/14409	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:07%20GMT	https://successbyheart.com/services/for-business/wordpress-website-workshop/	www.successbyheart.com/successbyheart.com/services/for-business/wordpress-website-workshop/index.html	(from https://successbyheart.com/)
15:41:08	14190/14190	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:08%20GMT	https://successbyheart.com/services/for-individuals/	www.successbyheart.com/successbyheart.com/services/for-individuals/index.html	(from https://successbyheart.com/)
15:41:09	314/314	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2021:41:09%20GMT	http://successbyheart.com/wp-content/uploads/2019/09/CC-1-HIDDEN-STRUGGLE-IMAGE-FOR-EBOOK-300x225.jpg	www.successbyheart.com/successbyheart.com/wp-content/uploads/2019/09/CC-1-HIDDEN-STRUGGLE-IMAGE-FOR-EBOOK-300x225.20.delayed	(from https://successbyheart.com/)
15:41:10	15104/15104	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Sep%202019%2014:47:06%20GMT	https://www.successbyheart.com/wp-content/uploads/2019/09/CC-1-HIDDEN-STRUGGLE-IMAGE-FOR-EBOOK-300x225.jpg	www.successbyheart.com/www.successbyheart.com/wp-content/uploads/2019/09/CC-1-HIDDEN-STRUGGLE-IMAGE-FOR-EBOOK-300x225.jpg	(from https://successbyheart.com/)
15:41:10	14057/14057	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:10%20GMT	https://successbyheart.com/contact-us/	www.successbyheart.com/successbyheart.com/contact-us/index.html	(from https://successbyheart.com/)
15:41:11	14166/14166	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:10%20GMT	https://successbyheart.com/services/for-teams/	www.successbyheart.com/successbyheart.com/services/for-teams/index.html	(from https://successbyheart.com/)
15:41:11	14332/14332	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:10%20GMT	https://successbyheart.com/services/for-teams/team-optimization/	www.successbyheart.com/successbyheart.com/services/for-teams/team-optimization/index.html	(from https://successbyheart.com/)
15:41:12	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2021:41:11%20GMT	http://successbyheart.com/wp-content/uploads/2019/09/Are-You-Goal-Focused-2-300x300.jpg	www.successbyheart.com/successbyheart.com/wp-content/uploads/2019/09/Are-You-Goal-Focused-2-300x300.22.delayed	(from https://successbyheart.com/)
15:41:12	14131/14131	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:11%20GMT	https://successbyheart.com/about/	www.successbyheart.com/successbyheart.com/about/index.html	(from https://successbyheart.com/)
15:41:12	14264/14264	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:11%20GMT	https://successbyheart.com/about/meet-the-team/	www.successbyheart.com/successbyheart.com/about/meet-the-team/index.html	(from https://successbyheart.com/)
15:41:12	14270/14270	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:11%20GMT	https://successbyheart.com/about/our-philosophy/	www.successbyheart.com/successbyheart.com/about/our-philosophy/index.html	(from https://successbyheart.com/)
15:41:12	36331/36331	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202019%2010:53:47%20GMT	https://www.successbyheart.com/wp-content/uploads/2019/09/Are-You-Goal-Focused-2-300x300.jpg	www.successbyheart.com/www.successbyheart.com/wp-content/uploads/2019/09/Are-You-Goal-Focused-2-300x300.jpg	(from https://successbyheart.com/)
15:41:13	14906/14906	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:12%20GMT	https://successbyheart.com/2019/09/success/the-hidden-treasures-of-the-struggle/	www.successbyheart.com/successbyheart.com/2019/09/success/the-hidden-treasures-of-the-struggle/index.html	(from https://successbyheart.com/)
15:41:13	36897/36897	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Mar%202024%2021:41:12%20GMT	https://successbyheart.com/author/joyce/	www.successbyheart.com/successbyheart.com/author/joyce/index.html	(from https://successbyheart.com/)
15:41:13	34899/34899	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Mar%202024%2021:41:12%20GMT	https://successbyheart.com/category/success/	www.successbyheart.com/successbyheart.com/category/success/index.html	(from https://successbyheart.com/)
15:41:14	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2021:41:13%20GMT	http://successbyheart.com/wp-content/uploads/2016/11/Leader-is-You-300x225.jpg	www.successbyheart.com/successbyheart.com/wp-content/uploads/2016/11/Leader-is-You-300x225.24.delayed	(from https://successbyheart.com/)
15:41:14	15140/15140	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:13%20GMT	https://successbyheart.com/2019/09/personal-stories/how-to-make-your-dream-come-true-one-stretch-at-a-time/	www.successbyheart.com/successbyheart.com/2019/09/personal-stories/how-to-make-your-dream-come-true-one-stretch-at-a-time/index.html	(from https://successbyheart.com/)
15:41:14	34596/34596	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Mar%202024%2021:41:14%20GMT	https://successbyheart.com/category/personal-stories/	www.successbyheart.com/successbyheart.com/category/personal-stories/index.html	(from https://successbyheart.com/)
15:41:14	14891/14891	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:14%20GMT	https://successbyheart.com/2016/11/leadership/the-leader-is-you/	www.successbyheart.com/successbyheart.com/2016/11/leadership/the-leader-is-you/index.html	(from https://successbyheart.com/)
15:41:15	20098/20098	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2020:52:53%20GMT	https://www.successbyheart.com/wp-content/uploads/2016/11/Leader-is-You-300x225.jpg	www.successbyheart.com/www.successbyheart.com/wp-content/uploads/2016/11/Leader-is-You-300x225.jpg	(from https://successbyheart.com/)
15:41:16	308/308	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2021:41:16%20GMT	http://successbyheart.com/wp-content/uploads/2016/11/God-Bless-america-nov-7th-2016-300x225.jpg	www.successbyheart.com/successbyheart.com/wp-content/uploads/2016/11/God-Bless-america-nov-7th-2016-300x225.jpg	(from https://successbyheart.com/)
15:41:17	17150/17150	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2020:27:03%20GMT	https://www.successbyheart.com/wp-content/uploads/2016/11/God-Bless-america-nov-7th-2016-300x225.jpg	www.successbyheart.com/www.successbyheart.com/wp-content/uploads/2016/11/God-Bless-america-nov-7th-2016-300x225.jpg	(from https://successbyheart.com/)
15:41:18	304/304	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2021:41:18%20GMT	http://successbyheart.com/wp-content/uploads/2016/05/Sunny-Side-Goes-up-black-with-host.jpg	www.successbyheart.com/successbyheart.com/wp-content/uploads/2016/05/Sunny-Side-Goes-up-black-with-host.jpg	(from https://successbyheart.com/)
15:41:18	36023/36023	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Mar%202024%2021:41:18%20GMT	https://successbyheart.com/category/leadership/	www.successbyheart.com/successbyheart.com/category/leadership/index.html	(from https://successbyheart.com/)
15:41:18	14811/14811	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:18%20GMT	https://successbyheart.com/2016/11/leadership/god-bless-america/	www.successbyheart.com/successbyheart.com/2016/11/leadership/god-bless-america/index.html	(from https://successbyheart.com/)
15:41:20	77756/77756	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20May%202016%2012:35:45%20GMT	https://www.successbyheart.com/wp-content/uploads/2016/05/Sunny-Side-Goes-up-black-with-host.jpg	www.successbyheart.com/www.successbyheart.com/wp-content/uploads/2016/05/Sunny-Side-Goes-up-black-with-host.jpg	(from https://successbyheart.com/)
15:41:21	14817/14817	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:20%20GMT	https://successbyheart.com/2016/05/success/sunny-side-goes-up/	www.successbyheart.com/successbyheart.com/2016/05/success/sunny-side-goes-up/index.html	(from https://successbyheart.com/)
15:41:21	312/312	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2021:41:20%20GMT	http://successbyheart.com/wp-content/uploads/2016/05/Sunny-Side-Goes-up-black-with-host-300x225.jpg	www.successbyheart.com/successbyheart.com/wp-content/uploads/2016/05/Sunny-Side-Goes-up-black-with-host-300x225.jpg	(from https://successbyheart.com/)
15:41:21	22474/22474	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20May%202016%2012:35:45%20GMT	https://www.successbyheart.com/wp-content/uploads/2016/05/Sunny-Side-Goes-up-black-with-host-300x225.jpg	www.successbyheart.com/www.successbyheart.com/wp-content/uploads/2016/05/Sunny-Side-Goes-up-black-with-host-300x225.jpg	(from https://successbyheart.com/)
15:41:23	296/296	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2021:41:22%20GMT	http://successbyheart.com/wp-content/uploads/2014/11/TJMT_Founders_seal-300x300.png	www.successbyheart.com/successbyheart.com/wp-content/uploads/2014/11/TJMT_Founders_seal-300x300.png	(from https://successbyheart.com/)
15:41:23	38018/38018	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Mar%202024%2021:41:23%20GMT	https://successbyheart.com/category/general/	www.successbyheart.com/successbyheart.com/category/general/index.html	(from https://successbyheart.com/)
15:41:23	21569/21569	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Mar%202024%2021:41:23%20GMT	https://successbyheart.com/category/events/	www.successbyheart.com/successbyheart.com/category/events/index.html	(from https://successbyheart.com/)
15:41:23	22460/22460	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Mar%202024%2021:41:23%20GMT	https://successbyheart.com/category/literature/	www.successbyheart.com/successbyheart.com/category/literature/index.html	(from https://successbyheart.com/)
15:41:23	33966/33966	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Mar%202024%2021:41:23%20GMT	https://successbyheart.com/category/business/	www.successbyheart.com/successbyheart.com/category/business/index.html	(from https://successbyheart.com/)
15:41:24	34436/34436	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Mar%202024%2021:41:24%20GMT	https://successbyheart.com/category/productivity/	www.successbyheart.com/successbyheart.com/category/productivity/index.html	(from https://successbyheart.com/)
15:41:24	36632/36632	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Mar%202024%2021:41:24%20GMT	https://successbyheart.com/category/relationships/	www.successbyheart.com/successbyheart.com/category/relationships/index.html	(from https://successbyheart.com/)
15:41:24	33159/33159	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Mar%202024%2021:41:24%20GMT	https://successbyheart.com/category/natural-genius/	www.successbyheart.com/successbyheart.com/category/natural-genius/index.html	(from https://successbyheart.com/)
15:41:25	50731/50731	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Nov%202014%2003:43:54%20GMT	https://www.successbyheart.com/wp-content/uploads/2014/11/TJMT_Founders_seal-300x300.png	www.successbyheart.com/www.successbyheart.com/wp-content/uploads/2014/11/TJMT_Founders_seal-300x300.png	(from https://successbyheart.com/)
15:41:25	12272/12272	---M--	200	added ('OK')	application/javascript	date:Fri,%2023%20Dec%202011%2001:22:52%20GMT	https://successbyheart.com/wp-content/plugins/rotating-images/js/jquery.cross-slide.js?ver=4.6.28	www.successbyheart.com/successbyheart.com/wp-content/plugins/rotating-images/js/jquery.cross-slidee5b9.js	(from https://successbyheart.com/)
15:41:25	33985/33985	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Mar%202024%2021:41:25%20GMT	https://successbyheart.com/category/team-dynamics/	www.successbyheart.com/successbyheart.com/category/team-dynamics/index.html	(from https://successbyheart.com/)
15:41:26	1436/1436	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20May%202023%2002:12:03%20GMT	https://successbyheart.com/wp-includes/js/wp-embed.min.js?ver=4.6.28	www.successbyheart.com/successbyheart.com/wp-includes/js/wp-embed.mine5b9.js	(from https://successbyheart.com/)
15:41:27	15075/15075	---M--	200	added ('OK')	text/css	date:Mon,%2017%20Nov%202014%2003:13:52%20GMT	https://successbyheart.com/wp-content/themes/FlexxCandyApple/style.css	www.successbyheart.com/successbyheart.com/wp-content/themes/FlexxCandyApple/style.css	(from https://successbyheart.com/wp-content/themes/FlexxCandyApple_RI/style.css)
15:41:28	288/288	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2021:41:28%20GMT	http://successbyheart.com/wp-content/uploads/2016/04/Hot-Stuff-Charisma.jpg	www.successbyheart.com/successbyheart.com/wp-content/uploads/2016/04/Hot-Stuff-Charisma.31.delayed	(from https://successbyheart.com/page/2/)
15:41:29	34814/34814	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20Mar%202024%2021:41:29%20GMT	https://successbyheart.com/page/3/	www.successbyheart.com/successbyheart.com/page/3/index.html	(from https://successbyheart.com/page/2/)
15:41:29	14943/14943	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2025%20Mar%202024%2021:41:29%20GMT	https://successbyheart.com/2016/04/success/from-charm-to-charisma/	www.successbyheart.com/successbyheart.com/2016/04/success/from-charm-to-charisma/index.html	(from https://successbyheart.com/page/2/)
15:41:32	66959/66959	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Apr%202016%2003:10:42%20GMT	https://www.successbyheart.com/wp-content/uploads/2016/04/Hot-Stuff-Charisma.jpg	www.successbyheart.com/www.successbyheart.com/wp-content/uploads/2016/04/Hot-Stuff-Charisma.jpg	(from https://successbyheart.com/page/2/)
15:41:32	296/296	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2021:41:30%20GMT	http://successbyheart.com/wp-content/uploads/2016/04/Hot-Stuff-Charisma-300x225.jpg	www.successbyheart.com/successbyheart.com/wp-content/uploads/2016/04/Hot-Stuff-Charisma-300x225.jpg	(from https://successbyheart.com/page/2/)
15:41:32	21685/21685	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Apr%202016%2003:10:42%20GMT	https://www.successbyheart.com/wp-content/uploads/2016/04/Hot-Stuff-Charisma-300x225.jpg	www.successbyheart.com/www.successbyheart.com/wp-content/uploads/2016/04/Hot-Stuff-Charisma-300x225.jpg	(from https://successbyheart.com/page/2/)
15:41:33	294/294	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2021:41:33%20GMT	http://successbyheart.com/wp-content/uploads/2015/10/The-Corporate-LAYER-Cake.jpg	www.successbyheart.com/successbyheart.com/wp-content/uploads/2015/10/The-Corporate-LAYER-Cake.jpg	(from https://successbyheart.com/page/2/)
15:41:34	53335/53335	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Oct%202015%2012:04:16%20GMT	https://www.successbyheart.com/wp-content/uploads/2015/10/The-Corporate-LAYER-Cake.jpg	www.successbyheart.com/www.successbyheart.com/wp-content/uploads/2015/10/The-Corporate-LAYER-Cake.jpg	(from https://successbyheart.com/page/2/)
